Nombre,Precio,Img_url,Alto,Ancho,Profundo,Número de puertas,Medidas Sofa 1,Butaco,Puff,Producto Extendido,Masa Comedor,Silla,Cama,Tamano,Nochero,Tocador,Color del esstructura,Color del tapiz,Material Estructura,Material Relleno,Acabado,Composicion,Tipo de Pata,Tipo Tela Sap,Patas Desmontables,Manijas,Cantidad de Cajones,Numero de Piestos,Cantidad Repisas,Riel Telesopico,Espejo,Ruedas,Tubos Colgaderos,Tipo Espuma,Tipo Colchon,Nivel de firmeza,Nivel ortopedico,Movilidad Baranda,Protector Encias
Cuna Para Bebé 1.00 Anny Natural,2989000,//www.jamar.com/cdn/shop/files/AST_930425_eca65ef4-a68c-421a-85f6-4720b90d2a30.jpg,103 cm,123 cm,202 cm,,,,,,,,,SENCILLO,,,Natural,,Roble,,Semimate,Madera Pino/Madera Roble,,,,,,,,,,,,,,,,No,Si
